cluster_size,mean,var_latitude,var_longitude,cov
19,"(37.72673980691754, -122.47556069324936)",2.1799306222737247e-07,6.676024208685821e-07,-1.1553177684732712e-07
19,"(37.75037233383794, -122.3959177624646)",4.843088423824265e-07,1.5966181167454715e-06,-3.7440471529214656e-07
19,"(37.756491148244606, -122.44314559324599)",9.624480208458308e-07,1.2109132718720982e-06,-5.546924900093728e-07
19,"(37.797629479683685, -122.42272994088276)",3.0389438688491976e-07,7.791322957373078e-07,-2.283833866567617e-07
18,"(37.783841323885156, -122.39066612300752)",6.562744037396336e-07,4.783171302905578e-07,-7.000081220215528e-08
18,"(37.74522290109796, -122.41483223888594)",3.046804057483181e-07,8.665015966415016e-07,-2.4449366029374767e-07
18,"(37.755170713807594, -122.39163845497211)",5.165128198155323e-09,1.4219385595675202e-06,8.570002877943034e-08
18,"(37.800533122664056, -122.42260041075696)",8.15016647379059e-07,9.872171339343062e-07,3.5887769148214596e-07
18,"(37.7273726514653, -122.41448673351404)",5.880852305843765e-07,1.4078385075967653e-06,4.5972185374132635e-07
18,"(37.70891949855721, -122.41300552083504)",1.3211158526482253e-06,6.951656124276465e-07,1.51782831065512e-08
18,"(37.74734343480408, -122.42624005557417)",8.507441830502593e-07,2.4184031135224594e-06,5.976833834985849e-08
18,"(37.7602464680451, -122.47456837527982)",9.01761232785137e-07,1.838395349866241e-06,-2.5761082416263415e-07
18,"(37.731215524618136, -122.45373558538515)",1.487142513540289e-06,1.1176409330013185e-06,3.9086985725427434e-08
17,"(37.76218782838266, -122.50086517009292)",1.4321098663868732e-06,1.8827434694865281e-06,1.6948442526366795e-07
17,"(37.785732300655724, -122.47806113504488)",5.444650297131076e-07,1.4290702849046746e-06,1.2189262822453096e-07
17,"(37.727556350715304, -122.45865661121164)",6.684310766670343e-07,2.67453528682731e-06,-5.239200482024928e-07
17,"(37.755094684492015, -122.39688806569227)",2.5862715616655017e-07,5.76702585357e-07,-1.8899757077253157e-07
17,"(37.757714266228874, -122.43843089524047)",6.688942455488656e-07,8.587280730024475e-07,2.1991238898960053e-07
17,"(37.76391637500109, -122.5059829762774)",7.035261456089607e-07,1.176218983488858e-06,1.0135735974200318e-07
17,"(37.76584831395742, -122.44917910581067)",6.287804518893303e-07,9.400363205389925e-07,1.553065248408827e-07
17,"(37.73237198203843, -122.44197247779448)",7.213062196008143e-07,6.934617895900303e-07,3.783395827196435e-09
17,"(37.73445333126144, -122.45805939118888)",1.6484058813680498e-06,1.6106792598375014e-06,1.8692360426211857e-08
17,"(37.76583088989332, -122.46624876762435)",2.3032179802584247e-07,1.7237727737183199e-06,2.2938279489538194e-07
17,"(37.71288709767395, -122.43413380396444)",9.250213444742703e-07,1.3959610873204038e-06,3.030017007517884e-07
17,"(37.773417341857275, -122.49034013489667)",1.1922318159947721e-06,1.5362854506423302e-06,1.204917757887838e-07
17,"(37.7459375262647, -122.39707614160703)",2.2895166072622525e-08,1.8855315483378926e-08,2.0777285177415514e-08
17,"(37.754843850377945, -122.4736215035074)",1.4756166713571223e-06,1.3418272947391325e-06,9.608204499672474e-08
17,"(37.7466481851981, -122.47147044102266)",9.59246562962563e-07,9.722319729784121e-07,-1.6218886683809277e-07
17,"(37.75677366590651, -122.50886082529938)",1.2476866229351488e-06,9.05840408884535e-08,-1.5572845139652293e-07
17,"(37.73926472932118, -122.39179761442381)",3.162065321597809e-07,2.5570683869952583e-07,2.8435219836021956e-07
16,"(37.763630820794276, -122.47031395801807)",1.363633146847838e-06,1.6048279479807133e-06,1.7883328242098338e-07
16,"(37.77882689776884, -122.39685162718288)",2.2814444548757896e-07,4.970739183505268e-07,-6.38392846163229e-08
16,"(37.743333034316386, -122.47457249645507)",4.2174995125693734e-07,2.3519848991175555e-06,1.9153301649471952e-07
16,"(37.71331017889011, -122.41486042883152)",1.1936805622920857e-06,2.3193069755623171e-07,2.0450717163532636e-07
16,"(37.75019061131931, -122.4755089400939)",1.4842198012501803e-06,2.127967310161428e-06,-1.6185350112656623e-07
16,"(37.742682057606665, -122.3948906923355)",7.0278992560165415e-09,6.788243061335088e-07,-6.907031805371708e-08
16,"(37.766995433521295, -122.43873952018707)",3.2397239579776307e-07,2.68563977400829e-06,-3.3902803539701467e-07
16,"(37.73489675315504, -122.38689333634888)",2.3015412571968413e-07,4.5228570182077864e-07,-1.558685406214545e-07
16,"(37.75976783218643, -122.44119842351915)",5.363496259900891e-07,1.0181077986676711e-06,3.9712968940601195e-07
15,"(37.74953792984431, -122.40986784520629)",2.5426929079061755e-09,7.027756994425753e-07,4.227224603960072e-08
15,"(37.744561036911826, -122.45325146231069)",1.041561717555159e-06,1.4642194266645387e-06,9.689951219914175e-08
15,"(37.71118900662889, -122.4683457875075)",3.8160262422087625e-07,1.8462773509292303e-06,8.506451068996969e-08
15,"(37.76519965697735, -122.40137339271935)",3.537696628411547e-07,1.1298206650562674e-06,2.8926604232846036e-08
15,"(37.72071990787787, -122.47579643752205)",2.6315642946747817e-07,1.6963724829892562e-06,4.948322291224588e-07
15,"(37.78050774287116, -122.47558063212699)",3.0949540441325614e-09,1.6770038208091832e-06,7.190960059830845e-08
15,"(37.8028054241482, -122.43102367355398)",8.821904395606177e-07,8.111534315407911e-07,-4.229263296653268e-07
15,"(37.75871023321183, -122.47044497046654)",8.303001044631863e-07,1.6568661072029992e-06,5.029964569593261e-07
15,"(37.772487056221976, -122.49693890967652)",7.270941359443726e-07,2.283109756661586e-06,-2.609808200158157e-08
15,"(37.72054152577913, -122.38857178150533)",2.554519310251681e-07,3.3625590342192456e-07,2.2625520124682662e-07
15,"(37.777099346735454, -122.46149312167145)",4.408878819307534e-07,9.189114509558315e-07,1.0610166655971528e-07
15,"(37.7200319469215, -122.45439114596304)",4.0909608759579466e-10,1.4587309610356765e-06,-8.730387744858667e-09
15,"(37.71626971294564, -122.43554180037603)",3.3765360144939756e-07,6.857138321489174e-07,-2.2472215659796744e-07
15,"(37.71009621711305, -122.40868056298324)",3.478488486895772e-07,6.872649296957399e-07,1.2484312917045622e-09
15,"(37.746789020901, -122.44346585205454)",4.261322934341813e-07,1.1755818175885319e-06,6.338739794829539e-08
15,"(37.74020296420983, -122.47527146593869)",9.093810749988235e-07,1.5325196243766819e-06,-2.0054048153480717e-07
15,"(37.723411644576714, -122.39193902831349)",4.0574754718210683e-07,3.2128400656620876e-07,3.6105428624111243e-07
15,"(37.78376343887833, -122.42753419073779)",4.714985967943353e-07,2.0924495717877757e-07,1.9613931427007734e-07
15,"(37.780944815819495, -122.4659239621879)",1.7180153514932885e-09,9.606687206967555e-07,4.0532434291480304e-08
15,"(37.71858621890715, -122.39668896750253)",7.746742009918253e-07,6.670342893849368e-07,2.1898318676865657e-07
14,"(37.72110198240034, -122.43172169896596)",2.809427333175376e-07,1.236738076497548e-06,-5.894510798621592e-07
14,"(37.73026325147225, -122.37435439845602)",3.165247455190652e-07,2.151797336676257e-07,2.4960304732420043e-07
14,"(37.781457812203904, -122.38894068791816)",3.1200449308533966e-07,1.0843025475044701e-06,5.816418715027956e-07
14,"(37.75436884063754, -122.43358557919858)",8.783285874392753e-07,1.2731938788998916e-06,-2.7488560029704945e-07
14,"(37.78437848478036, -122.47408857144528)",3.614183972316759e-09,1.6677343661590458e-06,7.76044810060517e-08
14,"(37.804799970523746, -122.40529169590643)",2.707926400239991e-07,1.129483884039008e-06,-2.5309149950803335e-07
14,"(37.71754714546195, -122.45661320140731)",8.961935306889958e-07,7.823013890426454e-07,-3.8994991766366184e-07
14,"(37.70992147425623, -122.45792730889086)",6.402228778690648e-07,7.702598081318583e-07,-5.244753602499243e-07
14,"(37.77543727674432, -122.49461121872527)",1.7232060712192746e-06,4.6394552864610556e-07,1.2773134969767178e-07
14,"(37.7498343285174, -122.46242743843119)",5.151293675856799e-07,2.3058175864061198e-06,-4.2387776389739773e-07
14,"(37.74881595691284, -122.43731927055997)",4.659386734925925e-07,1.990392535337845e-06,-5.322234099831819e-08
14,"(37.73976647025353, -122.42864680579372)",6.893052634069504e-07,6.980796393337769e-07,-5.804815381456113e-07
14,"(37.71616908860867, -122.45922984505532)",1.4777999609320362e-06,1.757664516489124e-07,-2.4950639118589414e-07
14,"(37.72503690617317, -122.44267480972803)",5.483509016288932e-07,4.325384696389246e-07,2.45317943287954e-07
13,"(37.7809156202561, -122.45275586589521)",4.189011615284675e-07,8.277448611918177e-07,-2.5273057284490544e-07
13,"(37.77905069509539, -122.48474217996953)",1.039084396494066e-06,1.1814350352435581e-06,4.077206452241756e-07
13,"(37.724888009992256, -122.39448983957867)",3.948294946846531e-07,7.853139782600743e-08,1.7498327477954736e-07
13,"(37.71732488113334, -122.45293619418878)",6.932050206537313e-07,8.359077361491064e-07,3.111133457886601e-07
13,"(37.741938683984586, -122.48784927541536)",1.4408298907818013e-06,1.7488682333018107e-06,5.58641594229762e-07
13,"(37.731509150977914, -122.47517428165905)",6.549653662820134e-07,6.416525094409101e-07,-2.9030964277152322e-08
13,"(37.723685113695296, -122.42998322666371)",5.4146566079935e-07,1.0423858796277879e-06,3.9438181227721326e-07
13,"(37.76658411100983, -122.45247262174485)",2.903367246038971e-07,6.264841540984608e-07,7.246994770445443e-08
13,"(37.709508722811805, -122.41651677172155)",1.9041819168718614e-07,6.995349090193396e-07,1.605987296042124e-07
13,"(37.774227731355964, -122.44843477544129)",4.79670733297214e-07,5.43660290895412e-07,3.9453146832877616e-07
13,"(37.78710627898878, -122.45589892586351)",9.780843651484486e-07,2.0391105970566207e-06,-1.2687988033529092e-07
13,"(37.713761134114584, -122.39919753761913)",2.3381718651595622e-07,6.938960293424151e-07,-1.846642888000173e-07
13,"(37.779538071253235, -122.45590248406664)",5.767179682926436e-07,4.6452338968583055e-07,8.571673651838632e-09
13,"(37.79278051384328, -122.39303793462001)",1.386949004380798e-07,1.3861663689254169e-06,-9.053558443747156e-08
13,"(37.77952621199226, -122.49626811334987)",4.807014363034428e-07,1.978522763765734e-06,-1.1458057445715131e-07
13,"(37.72509678581086, -122.41877654344677)",6.645912957699075e-07,1.1017083405725957e-06,-5.494973196319439e-07
12,"(37.75531036205109, -122.4840721181658)",7.813288862701053e-07,1.988875119495807e-06,7.673028254067754e-07
12,"(37.78744580331634, -122.44967607499068)",3.736007292115838e-07,6.915166238743279e-07,-3.332740563451078e-08
12,"(37.740400053967186, -122.48276024522573)",7.578250770652125e-07,3.7145755122246192e-06,6.132462874577782e-07
12,"(37.76320773268174, -122.48516244170662)",2.6391888513232705e-09,1.3590695470334087e-06,5.989024264809788e-08
12,"(37.781804339958065, -122.48960421504977)",4.202754324933219e-09,1.9717826085204254e-06,9.103249697373276e-08
12,"(37.732689796289165, -122.38455552910445)",1.097172904342814e-07,3.1327256906474153e-07,-1.4565850252479653e-07
12,"(37.74867881417776, -122.50711664721545)",1.3377967420250224e-06,9.373785643148203e-07,-1.6314997646093214e-07
12,"(37.78419736394512, -122.45370344709784)",2.7858810119471964e-07,9.271312675588175e-07,2.896254419085279e-07
12,"(37.781626566181906, -122.44724969342055)",4.786814131738565e-07,7.298266076865519e-07,-1.3354654919503127e-07
12,"(37.82411913273524, -122.37265804186903)",0.0,1.9827660279591395e-27,0.0
12,"(37.79086458252506, -122.39617853644592)",1.268761498973106e-07,2.035976306330926e-07,1.607223802180068e-07
12,"(37.74409020636404, -122.43794258786886)",6.816162302033653e-07,1.3969231263559086e-06,-7.461806185733631e-07
12,"(37.805334150649564, -122.44221132585211)",2.868514159843774e-07,1.4801675900136637e-06,1.4528779485245398e-07
12,"(37.74894858433447, -122.44417744908553)",3.8033982339573615e-07,1.5774804628202163e-06,3.0093364959895715e-07
12,"(37.71996304451732, -122.46250337347901)",9.428531202003493e-09,1.2022601652483074e-06,8.300606676394915e-08
12,"(37.71727159290682, -122.44529851353344)",5.637187845168486e-07,7.280578701724095e-07,1.6960116036940687e-08
12,"(37.79891354776964, -122.44352861133954)",3.626496909589815e-07,8.180752894363628e-07,1.6307274505602919e-07
12,"(37.82969115215192, -122.3753790893718)",9.60043776695151e-08,5.709000035725157e-07,2.3186985564026974e-07
12,"(37.776367239165644, -122.48303254391841)",4.937230017999055e-09,2.365012876717444e-06,1.0805790318583078e-07
12,"(37.7785230426772, -122.47326856131666)",2.6551550692815675e-07,1.2195959084083481e-06,-2.437932103325905e-07
12,"(37.72207431744507, -122.44320845970104)",5.396011097623853e-07,1.8421328308755794e-06,8.224217944911271e-07
12,"(37.78458014021208, -122.44920452051969)",1.0370564671699239e-07,9.242998948260367e-07,1.3133322655279247e-07
11,"(37.74718999701123, -122.47822758912366)",1.4073544899570465e-06,6.457511096229633e-07,-6.189762599181274e-07
11,"(37.78226804634805, -122.3928058397057)",3.7122530795516035e-07,3.0633120168981615e-07,-1.7750850298803013e-07
11,"(37.79219878992442, -122.42959687144213)",5.053034845355116e-07,2.0638602753099272e-07,7.829955679624089e-08
11,"(37.77077873151521, -122.40093524674211)",3.7935438986375174e-07,8.021381677537208e-07,1.0807975474399373e-07
11,"(37.75320826184282, -122.5075830619095)",5.728890512859664e-07,1.0814854579012096e-06,1.38910889486971e-08
11,"(37.750569010970864, -122.43401472444121)",1.2101833489103669e-06,1.1617573788765721e-08,-1.1856095894416378e-07
11,"(37.777494007159184, -122.48815812861953)",7.226483991564558e-07,8.153190456850715e-07,-4.368848972669013e-07
11,"(37.729518592306256, -122.40657619012899)",3.984471910853521e-08,5.828657157815257e-07,1.523946216873354e-07
11,"(37.7247013166755, -122.4229226555352)",3.181850085198973e-07,9.878248101777855e-07,4.46004851369211e-08
11,"(37.76373719774814, -122.49575308665912)",9.094673188247805e-07,6.778935560313163e-07,1.906468594251443e-07
11,"(37.7446998989924, -122.49232176192477)",7.264138015112282e-07,2.64548931091228e-06,-3.175405417243002e-07
11,"(37.725360799478466, -122.46335166811063)",4.3098893095559987e-07,6.774560573401413e-07,-2.7369622643204545e-07
11,"(37.71583432222068, -122.48329634465044)",1.5570353772164858e-07,4.21790903355685e-10,8.103970374531863e-09
11,"(37.74460444596918, -122.3873365377238)",5.893110088368193e-07,6.44043762714025e-09,6.16069865794508e-08
11,"(37.76900022064138, -122.40317443837147)",6.810929756846431e-07,3.6666613707894326e-07,-4.1093568278416405e-07
11,"(37.72436037885921, -122.41427186150396)",5.405115213561564e-07,6.405286761510413e-07,2.623569285824261e-07
10,"(37.78692061488176, -122.45961591130997)",1.0963004680898912e-06,3.022671091012373e-07,-6.28467574158709e-08
10,"(37.75322692351702, -122.4952133741929)",1.1521093808044832e-06,1.8088157314040632e-06,3.343432291073673e-07
10,"(37.72513277069901, -122.40858450518624)",6.995137513560547e-07,5.700487263884156e-07,-4.3180637508454747e-07
10,"(37.70959103681903, -122.40645277341905)",7.231567085560138e-07,2.506591633148885e-07,-2.948358969372536e-07
10,"(37.7656071076501, -122.47368815693576)",4.5595402230809255e-09,2.4446501710674796e-06,1.0556472387475221e-07
10,"(37.73848723448593, -122.4913894438912)",1.8185301134941511e-07,2.9472103236024554e-06,1.2253564867077058e-07
10,"(37.75236673554045, -122.44216571328384)",8.529910772709621e-07,1.484815547421974e-07,-7.24473165507722e-08
10,"(37.77286750520293, -122.50226667388168)",1.7208454206227455e-06,1.2098890593436096e-06,1.1008625349021826e-07
10,"(37.748583408475575, -122.48596418362982)",5.932717116192318e-07,3.3110990101925394e-06,-2.523715269193841e-07
10,"(37.72857525835989, -122.46335698231069)",6.04545092247864e-07,1.201892626266628e-06,2.3382054248718685e-07
10,"(37.74385016702318, -122.39852233788977)",5.609677548238306e-29,0.0,0.0
10,"(37.73811759142563, -122.46108202376328)",1.4170311706868003e-06,9.708266615750732e-07,-1.2939158212976388e-07
10,"(37.777903921483514, -122.4521668678752)",2.810764351146547e-07,9.321676355884813e-07,-3.721642082378636e-07
10,"(37.740191966455995, -122.3768473367717)",0.0,8.97548407718129e-28,0.0
10,"(37.72690303969169, -122.39866319802961)",1.462703528188587e-07,7.399560121383607e-07,-8.569443758999894e-08
10,"(37.717862395728865, -122.47842592711697)",1.6592283710650522e-07,7.463524453394414e-08,-7.660946636307419e-08
10,"(37.72072578451038, -122.39435397569825)",2.0642810559050524e-07,1.688066330539926e-07,1.866719587966197e-07
10,"(37.76009631621155, -122.46668049848192)",1.129878954731905e-06,2.994265795563098e-07,2.4081863478021313e-08
10,"(37.77111214901487, -122.38721923714498)",6.137383934358145e-08,9.551009263922346e-07,1.3582362744224192e-07
10,"(37.75164909032482, -122.48854387072443)",3.625184311543783e-07,1.5574936623751678e-06,1.7854588069150497e-07
9,"(37.796317031536994, -122.44578229939813)",3.541186594338434e-07,1.2063990449890024e-06,3.1836089506153707e-07
9,"(37.75730921964555, -122.48695917981922)",3.9790935810480656e-07,2.023057733009031e-06,1.723647165683877e-07
9,"(37.73460770378808, -122.49459499211129)",2.535293734447426e-07,2.1614453319606687e-06,3.4259383952673046e-07
9,"(37.71717527090638, -122.427943973294)",1.768883765853924e-07,7.748144975309623e-07,-3.7021031671855664e-07
9,"(37.74927204575573, -122.46846028208236)",4.003172779554693e-07,2.427022442597331e-06,-3.022900359361305e-07
9,"(37.787099170088716, -122.48909294217034)",7.456563042642851e-07,6.655174801317488e-07,-3.586659974203792e-09
9,"(37.776717855015505, -122.39039050046225)",3.925848741487677e-07,3.0051184844272185e-07,-3.434769369275025e-07
9,"(37.73573790397792, -122.50115220935852)",3.4392405739015865e-07,1.7886870532782711e-06,3.225086002290335e-08
9,"(37.77880825388429, -122.39280482302446)",1.3969671280410166e-07,2.2401676425917475e-07,1.7690224865194618e-07
9,"(37.70960359088945, -122.43276833278271)",4.698962813331391e-07,2.671112947589314e-06,-1.1597464016994393e-08
9,"(37.778717090053554, -122.50171061991017)",1.0534938421493612e-06,9.077942283017593e-07,5.649815666763496e-07
9,"(37.722691985223214, -122.42618786717942)",1.101070649445395e-07,4.845270757665795e-07,-2.3097587362401913e-07
9,"(37.75924909631342, -122.50429259449544)",8.644750811774855e-07,9.097249108682342e-07,-1.0545647452314663e-07
9,"(37.78376682802724, -122.49180909091254)",1.0581813401105786e-06,7.619680555925728e-07,6.881403583034772e-07
9,"(37.739973980989554, -122.49828190365909)",4.270770806369229e-07,2.4497616727262724e-06,5.218419287208105e-07
9,"(37.73725392982694, -122.43468329068577)",7.127021386337872e-07,3.6094502318110285e-07,-2.3742691991356066e-07
9,"(37.73152220019775, -122.48308522470552)",4.166995229649887e-07,1.1806371225521147e-06,6.537940767163532e-08
9,"(37.709290465481885, -122.46097720770348)",2.437302443299418e-07,2.2945063476258099e-07,2.3625323852387832e-07
9,"(37.73161053010941, -122.47825238619127)",5.265854582527295e-07,6.031052681170605e-07,-1.7229144205926632e-07
9,"(37.80505119455471, -122.43433858136665)",2.9028516584421987e-07,6.694304179978026e-07,-6.809084906622693e-08
9,"(37.75525545733041, -122.5053254285573)",6.878167659858174e-07,7.806650148277473e-07,1.2591932041712307e-07
9,"(37.79208041756384, -122.43447948951128)",1.8011487136903405e-07,7.566894693990463e-07,-1.337795972360708e-07
9,"(37.78666264174043, -122.46492862631027)",1.5147691238303607e-09,7.960844825312067e-07,3.46855269149252e-08
9,"(37.73161242648849, -122.44430299005677)",2.437060891660209e-07,4.174448914772847e-11,-2.8170855939144216e-09
8,"(37.75538988423265, -122.3880011217841)",0.0,0.0,0.0
8,"(37.78730889340343, -122.48566612242587)",1.0322904024235232e-06,3.5078090112457674e-07,-3.050727000811444e-07
8,"(37.76536920253, -122.4833876744307)",3.226726780146116e-07,1.295127143857957e-06,2.823593548646719e-07
8,"(37.737397068773774, -122.38107581543035)",2.6455813591045543e-07,1.0317430472415626e-06,-5.120460186670312e-07
8,"(37.770988716890606, -122.45958682117154)",2.8294338831912334e-07,2.137067083180426e-06,-8.460960975572778e-08
8,"(37.75909187822515, -122.49897950981293)",4.5317371837726674e-07,6.127363778608611e-07,1.7536479771088771e-07
8,"(37.77320467368347, -122.50613382557275)",4.260952610764656e-07,6.536366781906473e-07,-1.0972110493358874e-07
8,"(37.77986593070796, -122.48955697436473)",1.601969045936211e-09,6.631645528685933e-07,3.257434703273365e-08
8,"(37.72127745117722, -122.4020564730272)",0.0,2.3079816198466173e-28,0.0
8,"(37.736982404641424, -122.5056012352976)",1.0418897351452493e-06,1.4124201442703727e-06,9.664632190899325e-07
8,"(37.70949297371323, -122.46477230826059)",2.9754907532363937e-07,2.8773627319162817e-07,-1.5747333632005643e-07
8,"(37.753650463817245, -122.48986186954137)",1.286317839598022e-09,6.616133370732215e-07,2.917267618156388e-08
8,"(37.76420521255629, -122.3881438128435)",2.4264835891605834e-07,4.122340070535006e-07,3.1627188509401634e-07
8,"(37.78232199762209, -122.47817657497262)",1.2792293422228317e-09,5.727096030731907e-07,2.7052692911211795e-08
8,"(37.739818133776474, -122.43312892624556)",6.913359952401352e-08,1.348370392393373e-06,5.110604550483413e-08
7,"(37.74032462416189, -122.43807375691031)",2.1357529775355468e-07,1.1534949546368895e-06,-1.6451929832353558e-07
7,"(37.71369412498647, -122.49835701845458)",5.890161425650221e-29,2.3560645702600883e-28,-1.1780322851300441e-28
7,"(37.75607518235963, -122.47734876935249)",4.318193259976737e-09,2.2212983490843764e-06,9.793873304472339e-08
7,"(37.74232857778149, -122.4619949409665)",6.759379241555363e-07,4.812003166145675e-07,1.3102640871378993e-08
7,"(37.73186471162376, -122.46798483740795)",6.220418323708354e-07,2.3631608326665017e-06,-7.103057885002666e-07
7,"(37.71605784248321, -122.47851407209744)",4.845405591861445e-08,3.259261985790414e-07,-8.651353408202197e-08
7,"(37.780326786693124, -122.5073794081779)",5.500972228203795e-07,2.4519310649719506e-06,3.7699448831844957e-07
7,"(37.78642896801817, -122.47019619949535)",3.6734758628114812e-09,1.6954532072183148e-06,7.888293202123441e-08
7,"(37.78119585005425, -122.50001545098414)",3.124694828803433e-08,1.3361840554894206e-06,-1.1855112365878163e-07
7,"(37.75738984800374, -122.4958868899482)",4.956329314416351e-07,1.702344824438405e-06,-7.866736414238939e-09
7,"(37.76824602411454, -122.45335228997452)",5.890161425650221e-29,0.0,0.0
7,"(37.76109718830436, -122.38762073662001)",4.653808476050994e-07,4.198477450240971e-09,-4.420283921247638e-08
7,"(37.74787855816938, -122.4995202687521)",1.6269919009536828e-06,6.083849300648841e-07,-4.7149032659321446e-07
7,"(37.711942705814245, -122.43007278557116)",3.254742966151196e-07,6.541515790197168e-07,2.748647602761581e-07
7,"(37.774960416668954, -122.39674069663708)",4.032434348654479e-07,6.323229133424498e-07,-5.049555064759037e-07
7,"(37.776247042779595, -122.4915192251503)",4.841269766714222e-07,7.349723789109059e-07,-1.4587848847087814e-07
7,"(37.73526193740878, -122.43893742209646)",2.2158890041757734e-07,1.0884544936117626e-06,4.1339224126928205e-07
7,"(37.73362257429312, -122.44965583812122)",3.0902140633781544e-07,9.849340196070799e-07,1.1545800329590918e-07
7,"(37.73660217235191, -122.4462889292566)",9.400600830853314e-07,1.743384721091264e-06,7.651997391614531e-08
7,"(37.74670473385635, -122.4897632453782)",7.934254030629985e-07,1.377191860812019e-06,-4.2702972064771966e-07
7,"(37.72337518182054, -122.40933540745591)",5.450721819264008e-08,1.6077731404216005e-06,1.7499139975120054e-07
7,"(37.71992497249729, -122.44662056875991)",6.1413525632351e-07,5.949138545581412e-07,-6.417889040461236e-08
7,"(37.75399495055269, -122.50010084705283)",1.0128817222176403e-06,1.4925430208167904e-06,3.310958042698056e-07
7,"(37.76683862595297, -122.39647459236461)",1.6774887112139357e-07,9.286865881619721e-07,3.472571959629264e-07
7,"(37.73633179123575, -122.45241369097212)",8.239738430199294e-07,4.359054036543107e-07,3.7296566353714777e-07
7,"(37.77129635185077, -122.40542473566995)",5.890161425650221e-29,0.0,0.0
7,"(37.789722042468654, -122.45310619988891)",1.0865294206663631e-07,1.9030663837408669e-06,-3.6928990511353965e-07
6,"(37.71841604035639, -122.44955946555878)",1.0458186285927102e-07,3.7202508223077035e-07,7.958540450834026e-08
6,"(37.70913005523516, -122.44537166770068)",3.8062931541570126e-07,5.325071060153755e-07,-2.8307551722859054e-07
6,"(37.82357442446163, -122.36374276695297)",0.0,2.4233807008389486e-28,0.0
6,"(37.711394657355946, -122.4464924335333)",6.445367650598456e-08,6.561809088446591e-07,1.1647808010676455e-07
6,"(37.75844193064864, -122.4480796353355)",5.215215976036845e-07,1.6216570666369145e-06,3.704011691346717e-09
6,"(37.72176098318884, -122.44997890040223)",2.42017533923452e-07,3.7819601578017307e-07,1.5061466098416463e-07
6,"(37.75616383463167, -122.45529081270767)",8.788021175122733e-07,1.2166515720403245e-06,2.76535136098016e-07
6,"(37.74559790732588, -122.50274141818056)",1.7702463820028387e-09,9.191452817502661e-07,4.033749625078551e-08
6,"(37.76273686855271, -122.4817232589901)",9.714754098571476e-07,2.372655609481034e-07,4.801017163758579e-07
6,"(37.76046376822811, -122.49088007707859)",9.318737810085652e-07,4.403307852915009e-09,-6.405721768731934e-08
6,"(37.740943381250375, -122.45056977133181)",1.4554135132090874e-06,9.172782593912127e-08,-1.0126946225484856e-07
6,"(37.745411358497726, -122.506989174977)",5.711743116189639e-10,2.9586943403446564e-07,1.2999731540323398e-08
6,"(37.731586889772025, -122.49188597796007)",3.6007825782593056e-07,2.280132908858301e-06,-3.4532674070019313e-07
6,"(37.73050951682726, -122.47160072130873)",4.006169753198427e-07,6.147590660167264e-07,-2.5064802322922846e-07
6,"(37.783884559423065, -122.45773990919399)",1.5216208713912637e-09,7.039939663930785e-07,3.26871362210217e-08
5,"(37.71625181494582, -122.45053376351775)",3.4321751107755877e-08,1.2075808547458885e-07,-6.437879273416011e-08
5,"(37.82946086611065, -122.3716809978421)",3.846739310111741e-08,3.175208659631277e-07,1.1051787171679902e-07
5,"(37.72702228374081, -122.47107056017401)",6.991485062155547e-07,1.1525667764762817e-06,-5.757867856794943e-07
5,"(37.74111180102476, -122.45690837867137)",8.963913850384088e-07,1.3717625046017762e-08,1.1088895758567411e-07
5,"(37.72892216084191, -122.46846677816002)",7.615903641572822e-07,1.4643513268080157e-07,1.4030568928219207e-07
5,"(37.82651649568032, -122.37468312273408)",3.5629530078389493e-07,6.792811397515882e-07,1.6940743905862382e-07
5,"(37.78648090193675, -122.4452084939398)",0.0,0.0,0.0
5,"(37.74509892973954, -122.4971142907581)",1.1011345362132933e-06,1.2825363992155278e-06,6.815410951335883e-07
5,"(37.740474521368, -122.49163454323252)",1.1190292609116325e-09,5.747359137602523e-07,2.5360329282246362e-08
5,"(37.74356720247711, -122.50646759891706)",6.735776900654239e-10,3.453850882498915e-07,1.5252661732510968e-08
5,"(37.8247366877128, -122.3761852516031)",8.458051211822168e-08,6.574261746592575e-07,-2.3580806290838204e-07
5,"(37.7820448005881, -122.48444655470075)",3.15172958537834e-09,1.4885382161921024e-06,6.846697761598429e-08
5,"(37.73905793088176, -122.45923098259212)",8.894591186773764e-08,2.95270984469301e-07,3.215851374005446e-08
5,"(37.7501183410453, -122.39043303882343)",0.0,2.524354896707238e-28,0.0
5,"(37.726430778912125, -122.46640071410317)",8.412062286721191e-07,7.303975682859452e-08,-1.417749565123249e-07
5,"(37.75770271369385, -122.48273308059731)",6.674698281720793e-10,3.4407757541729823e-07,1.515458346975098e-08
5,"(37.77357345477833, -122.39943313209076)",0.0,0.0,0.0
5,"(37.75146921264488, -122.4799337619381)",1.099566582612096e-06,8.394043945524923e-07,5.652967905003839e-07
5,"(37.77755029456009, -122.49809458591524)",7.044918177044299e-10,3.413972780663159e-07,1.5508436058619308e-08
5,"(37.708310211487955, -122.44212281616815)",3.190328296692527e-07,9.31175737578662e-08,-1.7235882062693342e-07
5,"(37.73433102628835, -122.48822352486692)",5.682564220221621e-07,2.869241753160858e-06,6.273518231652423e-07
5,"(37.75793933657678, -122.47735794131088)",7.323174080707884e-10,3.782971475113613e-07,1.664432595649619e-08
